,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
time,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1.0,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.43,1.44,1.45,1.46,1.47,1.48,1.49,1.5,1.51,1.52,1.53,1.54,1.55,1.56,1.57,1.58,1.59,1.6,1.61,1.62,1.63,1.64,1.65,1.66,1.67,1.68,1.69,1.7,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,1.82,1.83,1.84,1.85,1.86,1.87,1.88,1.89,1.9,1.91,1.92,1.93,1.94,1.95,1.96,1.97,1.98,1.99
ECG,1.2817651830943917,1.2617779042122614,1.241778745101394,1.2212850959760722,1.182288253526743,1.1617940918183174,1.1417938799784855,1.1218055777140827,1.1028353878360542,1.1374779391952683,1.1871965906746251,1.2325032887470186,1.2708878574138838,1.3000552420098386,1.3005559907210351,1.2908926403749248,1.272504437614704,1.2471960026680176,1.2174689044804756,1.2018256248865433,1.2017974587179838,1.2017946549170144,1.201793617015929,1.2017926559905796,1.20179107257274,1.2017876397079301,1.201777794894608,1.2017175691897148,1.189865590237961,1.1698400156296493,1.1498415247888476,1.12986157424759,1.1099862114722505,1.1137028314261106,1.1345505061133725,1.1846815429667608,1.2325562568311708,1.2746347566948508,1.318697352839827,1.3526927938980666,1.3719086095010216,1.374471773651525,1.360133424160856,1.3303055415100107,1.2891762009293353,1.2879503323001458,1.2815312215226846,1.271238545998415,1.281715604496249,1.300754437738744,1.281765183094392,1.2617779042122614,1.241778745101394,1.221285095976072,1.182288253526743,1.1617940918183174,1.1417938799784855,1.121805577714083,1.1028353878360542,1.1374779391952683,1.1871965906746251,1.2325032887470186,1.270887857413884,1.3000552420098388,1.300555990721035,1.2908926403749248,1.272504437614704,1.2471960026680176,1.2174689044804756,1.2018256248865433,1.2017974587179838,1.2017946549170144,1.201793617015929,1.2017926559905798,1.2017910725727403,1.2017876397079297,1.2017777948946078,1.2017175691897148,1.189865590237961,1.1698400156296491,1.1498415247888474,1.12986157424759,1.1099862114722507,1.1137028314261106,1.1345505061133725,1.1846815429667608,1.2325562568311708,1.2746347566948508,1.318697352839827,1.3526927938980664,1.3719086095010218,1.3744717736515248,1.3601334241608563,1.3303055415100111,1.2891762009293353,1.287950332300146,1.281531221522685,1.2712385459984152,1.2817156044962488,1.3007544377387443,1.281765183094392,1.2617779042122614,1.2417787451013942,1.2212850959760724,1.1822882535267427,1.1617940918183176,1.1417938799784852,1.1218055777140825,1.1028353878360542,1.137477939195268,1.1871965906746251,1.2325032887470182,1.2708878574138829,1.3000552420098381,1.3005559907210351,1.290892640374925,1.2725044376147046,1.2471960026680178,1.2174689044804758,1.2018256248865433,1.201797458717984,1.2017946549170146,1.201793617015929,1.2017926559905794,1.20179107257274,1.2017876397079301,1.2017777948946078,1.2017175691897146,1.1898655902379611,1.1698400156296493,1.1498415247888476,1.1298615742475897,1.1099862114722507,1.1137028314261104,1.1345505061133727,1.1846815429667614,1.232556256831171,1.2746347566948502,1.3186973528398265,1.352692793898066,1.3719086095010213,1.3744717736515248,1.3601334241608563,1.3303055415100111,1.2891762009293353,1.2879503323001462,1.2815312215226846,1.2712385459984157,1.281715604496249,1.3007544377387443,1.2817651830943921,1.2617779042122614,1.241778745101394,1.2212850959760724,1.1822882535267434,1.1617940918183178,1.1417938799784852,1.121805577714083,1.1028353878360542,1.1374779391952683,1.1871965906746251,1.2325032887470186,1.2708878574138829,1.3000552420098381,1.3005559907210351,1.290892640374925,1.2725044376147043,1.2471960026680182,1.217468904480476,1.2018256248865433,1.201797458717984,1.2017946549170144,1.2017936170159291,1.2017926559905798,1.2017910725727403,1.2017876397079306,1.201777794894608,1.2017175691897148,1.189865590237961,1.1698400156296496,1.1498415247888483,1.1298615742475893,1.1099862114722505,1.113702831426111,1.1345505061133727,1.1846815429667619,1.2325562568311712,1.2746347566948504,1.318697352839826,1.3526927938980657,1.3719086095010216,1.3744717736515248,1.360133424160857,1.3303055415100107,1.289176200929336,1.2879503323001462,1.2815312215226848,1.2712385459984157,1.2817156044962488
